geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
04814,-23.724974419931872,-46.68150371634259,são paulo,SP
04815,-23.70450980107326,-46.691358379969934,sao paulo,SP
04816,-23.705487716975696,-46.68608955675459,sao paulo,SP
04820,-23.73643336886144,-46.68718903926945,sao paulo,SP
04821,-23.72506469025751,-46.6879344117625,sao paulo,SP
04822,-23.733611381903177,-46.690567564804674,sao paulo,SP
04823,-23.72477977651406,-46.69482920566675,sao paulo,SP
04824,-23.729510824228065,-46.694221287119866,sao paulo,SP
04826,-23.722534875930563,-46.71124866847477,sao paulo,SP
04827,-23.7214351157309,-46.70162370330085,sao paulo,SP
04828,-23.725786762002997,-46.70430370958066,são paulo,SP
04829,-23.730813408823373,-46.70917791978764,sao paulo,SP
04830,-23.73148707799065,-46.70122864191056,sao paulo,SP
04831,-23.735241482096495,-46.71373259831787,sao paulo,SP
04832,-23.73455503572769,-46.71571036886143,sao paulo,SP
04833,-23.74346109345541,-46.70656406387475,sao paulo,SP
04835,-23.7371690224768,-46.70465084892092,sao paulo,SP
04836,-23.744095464587904,-46.71045166318309,são paulo,SP
04837,-23.742322224392662,-46.70476952546309,sao paulo,SP
04840,-23.755564844018693,-46.682765544405335,sao paulo,SP
04841,-23.73842479961335,-46.689274458855095,sao paulo,SP
04842,-23.744550009160392,-46.68553849538808,são paulo,SP
04843,-23.742815133778624,-46.69509635899897,sao paulo,SP
04844,-23.751612586733216,-46.70258286371697,sao paulo,SP
04845,-23.750082770603264,-46.694735764125035,são paulo,SP
04846,-23.755138973628046,-46.6814205614007,sao paulo,SP
04847,-23.75487134012019,-46.69716223071151,sao paulo,SP
04848,-23.735277932555256,-46.679239087079466,sao paulo,SP
04849,-23.743185978071452,-46.66672816763806,são paulo,SP
04850,-23.750982309048418,-46.678867884399004,são paulo,SP
04851,-23.75249495337296,-46.66718025,sao paulo,SP
04852,-23.761365854470515,-46.6725236739463,sao paulo,SP
04853,-23.770589905806933,-46.67693119758985,sao paulo,SP
04854,-23.772253306682487,-46.6906571471697,sao paulo,SP
04855,-23.765971228420486,-46.684847665764494,sao paulo,SP
04856,-23.77255875590049,-46.694941738974634,sao paulo,SP
04857,-23.7836170269202,-46.68390147737895,sao paulo,SP
04858,-23.77213195781635,-46.71397453719197,sao paulo,SP
04859,-23.766371727999346,-46.704363983207344,sao paulo,SP
04860,-23.762949805356286,-46.71424099083906,sao paulo,SP
04862,-23.761768101722538,-46.69939959769749,sao paulo,SP
04863,-23.762093487720307,-46.70835644171619,sao paulo,SP
04864,-23.76908468803739,-46.72165015628691,sao paulo,SP
04865,-23.784639580068127,-46.71206849125741,sao paulo,SP
04866,-23.790249,-46.722174191534336,sao paulo,SP
04867,-23.600988393012635,-46.739175636717036,sao paulo,SP
04870,-23.752412077990652,-46.75526504252841,sao paulo,SP
04872,-23.78971395534368,-46.63954935967452,sao paulo,SP
04875,-23.822952506520867,-46.68576630718214,são paulo,SP
04877,-23.87824164416898,-46.642806869492055,sao paulo,SP
04880,-23.79392113055156,-46.73716900916093,são paulo,SP
04881,-23.786086997778305,-46.72743524999999,sao paulo,SP
04882,-23.808783734283725,-46.76460754507144,sao paulo,SP
04883,-23.811270516792643,-46.7375025756247,sao paulo,SP
04884,-23.82115989286744,-46.70616237523807,sao paulo,SP
04886,-23.83466195635672,-46.75797448479168,sao paulo,SP
04888,-23.8278053186277,-46.73660158575228,sao paulo,SP
04890,-23.82896458438162,-46.72479522884946,sao paulo,SP
04891,-23.840502572569157,-46.735925025060894,sao paulo,SP
04892,-23.849297838464675,-46.71449867669721,sao paulo,SP
04893,-23.87984193461687,-46.73161918804371,sao paulo,SP
04894,-23.86713039494492,-46.75438807354724,sao paulo,SP
04895,-23.859884771398747,-46.710730936821236,sao paulo,SP
04896,-23.85352574856289,-46.70673370760001,sao paulo,SP
04897,-23.869283681269245,-46.67636165561091,sao paulo,SP
04898,-23.68352696863639,-46.69424833902704,são paulo,SP
04902,-23.6702006433949,-46.7333937573306,sao paulo,SP
04904,-23.673348849010363,-46.73815576617229,são paulo,SP
04905,-23.675377293455696,-46.74879733190458,são paulo,SP
04906,-23.67555010851753,-46.75526493949448,sao paulo,SP
04909,-23.67860231164113,-46.73612764030052,são paulo,SP
04910,-23.68489776266172,-46.73795003722064,sao paulo,SP
04911,-23.680082216616704,-46.74221039194819,sao paulo,SP
04912,-23.68232818432879,-46.744925752149584,sao paulo,SP
04913,-23.67764472176377,-46.74076273584741,sao paulo,SP
04914,-23.67665463558197,-46.74473983236194,são paulo,SP
04915,-23.681769622167465,-46.74779314765709,sao paulo,SP
04916,-23.684572419787642,-46.75002079206108,sao paulo,SP
04917,-23.687318259445505,-46.74703338377863,sao paulo,SP
04918,-23.69056136496629,-46.74476519816495,sao paulo,SP
04919,-23.692427077990644,-46.76232096003805,sao paulo,SP
04920,-23.691781796642886,-46.75776560033515,sao paulo,SP
04921,-23.69451583301893,-46.7520095903399,sao paulo,SP
04922,-23.689002904162685,-46.737642251212186,sao paulo,SP
04923,-23.70514317707313,-46.74813644685207,sao paulo,SP
04925,-23.706296308904182,-46.74536251442673,sao paulo,SP
04926,-23.70259538779725,-46.741261209201326,sao paulo,SP
04928,-23.70697998689567,-46.73291505005601,sao paulo,SP
04929,-23.700138272080963,-46.765706128368606,sao paulo,SP
04930,-23.680101887039054,-46.75249523910784,são paulo,SP
04931,-23.68025598723239,-46.75533886962604,são paulo,SP
04932,-23.67985377948814,-46.76042339384939,sao paulo,SP
04933,-23.682424427125028,-46.76479066687345,sao paulo,SP
04935,-23.68435221315426,-46.76710978025275,são paulo,SP
04937,-23.685943306408348,-46.76084159443707,sao paulo,SP
04938,-23.690105348221046,-46.76239544095158,sao paulo,SP
04939,-23.69046487898898,-46.77038819302906,sao paulo,SP
04940,-23.688148306134224,-46.76600249999999,sao paulo,SP
04941,-23.701088979264284,-46.776165644082354,sao paulo,SP
04942,-23.697707898695825,-46.77629974078128,sao paulo,SP
04943,-23.704923604218365,-46.789295537191975,sao paulo,SP
04944,-23.71138536358131,-46.77680425260443,sao paulo,SP
04945,-23.716265842699904,-46.779741816504696,sao paulo,SP
04947,-23.720162343326205,-46.75862490966008,sao paulo,SP
04948,-23.70288935568095,-46.78275271694661,são paulo,SP
04949,-23.71895102109181,-46.76919732722604,são paulo,SP
04950,-23.723717303055437,-46.763656797463774,sao paulo,SP
04951,-23.727891593946588,-46.758095281743365,sao paulo,SP
04952,-23.720805244273127,-46.75269891512405,sao paulo,SP
04953,-23.722324381210683,-46.75496650145709,são paulo,SP
04955,-23.762182976686475,-46.68431269025911,sao paulo,SP
04960,-23.72904848681403,-46.78932661296093,sao paulo,SP
04961,-23.7367709686364,-46.79201380460501,são paulo,SP
04962,-23.73681728027389,-46.7822025,sao paulo,SP
04963,-23.749132050665143,-46.77768,sao paulo,SP
04965,-23.73768458840666,-46.7785405392805,sao paulo,SP
04966,-23.72743145550823,-46.78282942461436,sao paulo,SP
05001,-23.530748386058114,-46.665777414940216,sao paulo,SP
05002,-23.52935846169716,-46.67335068741703,sao paulo,SP
05003,-23.527835381903177,-46.676171398291785,sao paulo,SP
05004,-23.532860441023693,-46.66665820552254,sao paulo,SP
05005,-23.532945564386317,-46.67122653830283,são paulo,SP
05006,-23.53514280030584,-46.66744623925207,são paulo,SP
05007,-23.534708773241405,-46.67212173723239,sao paulo,SP
05008,-23.534111410208357,-46.67574738273989,são paulo,SP
05009,-23.53547290341335,-46.67651274735993,sao paulo,SP
05010,-23.53541048528481,-46.67934826082005,sao paulo,SP
05011,-23.53480153872119,-46.68307796655892,são paulo,SP
05012,-23.539001322782646,-46.679177249999995,sao paulo,SP
05013,-23.53719996058631,-46.66777864224706,sao paulo,SP
05014,-23.535725348187967,-46.66877894538065,sao paulo,SP
05015,-23.535378806278445,-46.67067326270981,sao paulo,SP
05016,-23.537953581741565,-46.676746268105504,sao paulo,SP
05017,-23.53711828600254,-46.67951739648086,sao paulo,SP
05018,-23.53472022508515,-46.68053649402738,sao paulo,SP
05019,-23.53489499125743,-46.6824793493566,sao paulo,SP
05020,-23.535606572854764,-46.68472720344507,são paulo,SP
05021,-23.533093897022383,-46.68496714377629,sao paulo,SP
05022,-23.53647224656702,-46.68943730505156,sao paulo,SP
05023,-23.533286233005327,-46.687133428732224,sao paulo,SP
05024,-23.52979656425642,-46.68540712254022,sao paulo,SP
05025,-23.53378003358529,-46.68881551901435,sao paulo,SP
05026,-23.530569359974628,-46.68942736678396,sao paulo,SP
05027,-23.531530411045072,-46.69211066166544,sao paulo,SP
05028,-23.538250300978163,-46.693512379753585,são paulo,SP
05029,-23.54161974305167,-46.6941546481378,sao paulo,SP
05030,-23.54267275659299,-46.69165148889148,sao paulo,SP
05033,-23.52290416763806,-46.6847631566738,sao paulo,SP
05034,-23.51189879156327,-46.682527756592975,são paulo,SP
05035,-23.509745515161256,-46.71949864970519,sao paulo,SP
05036,-23.515121163397616,-46.6920205402504,sao paulo,SP
05037,-23.51359147293557,-46.68911443585125,são paulo,SP
05038,-23.51277269538809,-46.69933681540053,sao paulo,SP
05040,-23.51304478201674,-46.708210710684256,sao paulo,SP
05041,-23.523895623925213,-46.69355152553521,são paulo,SP
05042,-23.52499848542905,-46.68879094463037,sao paulo,SP
05043,-23.525522748542897,-46.69081351442672,sao paulo,SP
05044,-23.529933,-46.69441048557327,sao paulo,SP
05045,-23.529223286833325,-46.696666198929556,sao paulo,SP
05046,-23.534606379425455,-46.697725545318036,sao paulo,SP
05047,-23.525828958090486,-46.69987654551619,sao paulo,SP
05048,-23.5312944253419,-46.69737025813905,são paulo,SP
05049,-23.52831718040568,-46.70058841081742,sao paulo,SP
05050,-23.522897863574148,-46.70296156549717,sao paulo,SP
05051,-23.52713237607479,-46.696482,sao paulo,SP
05052,-23.534084958559667,-46.70088217208146,sao paulo,SP
05053,-23.53714491257428,-46.69940001193089,sao paulo,SP
05054,-23.538458147931227,-46.70349956924807,sao paulo,SP
05055,-23.532649548848752,-46.70311969879806,são paulo,SP
05056,-23.53225114432454,-46.70519127047144,sao paulo,SP
05057,-23.53179206858425,-46.70718056924807,sao paulo,SP
05058,-23.531134683319863,-46.70859232764441,são paulo,SP
05059,-23.532949204830043,-46.71185022300767,sao paulo,SP
05060,-23.52734756924808,-46.70749703834674,sao paulo,SP
05061,-23.540340462988322,-46.70333121201503,sao paulo,SP
05065,-23.518941705522536,-46.696111121135374,sao paulo,SP
05068,-23.516662316287373,-46.702130676433555,sao paulo,SP
05069,-23.515247051344552,-46.7056901241993,são paulo,SP
05072,-23.520051615988063,-46.702848986814026,sao paulo,SP
05073,-23.5236113119626,-46.705936002221705,sao paulo,SP
05074,-23.519905732442737,-46.70568894525075,são paulo,SP
05075,-23.522959707744235,-46.708420054677134,sao paulo,SP
05076,-23.52230105084266,-46.7103514804192,sao paulo,SP
05077,-23.52231654626747,-46.716370737757856,são paulo,SP
05078,-23.52215859825993,-46.717015161442276,são paulo,SP
05079,-23.52576722592187,-46.712376020543545,sao paulo,SP
05080,-23.527362288762085,-46.71456329895392,sao paulo,SP
05081,-23.530086,-46.71402235861829,sao paulo,SP
05082,-23.52960791421108,-46.71763625111085,são paulo,SP
05083,-23.532766679987308,-46.71703375152319,sao paulo,SP
05084,-23.529757075768945,-46.72205144073524,são paulo,SP
05085,-23.52696469582767,-46.72793527006743,sao paulo,SP
05086,-23.52434325535224,-46.72868832219244,são paulo,SP
05087,-23.524397749035572,-46.72388633228983,sao paulo,SP
05088,-23.522398983625713,-46.72364097688357,sao paulo,SP
05089,-23.521075957123863,-46.72639755467712,sao paulo,SP
05092,-23.51461967277396,-46.71545531729608,são paulo,SP
05093,-23.51568992905235,-46.72076924302413,sao paulo,SP
05094,-23.51134774001813,-46.718954982827924,sao paulo,SP
05095,-23.51244145268046,-46.717852112268446,sao paulo,SP
05101,-23.50554239217496,-46.72792414377629,sao paulo,SP
05102,-23.51806908243405,-46.75078278267647,sao paulo,SP
05103,-23.51451056744474,-46.75321933826244,sao paulo,SP
05104,-23.51387238995325,-46.756450477501645,sao paulo,SP
05105,-23.512198677635716,-46.75713960317963,sao paulo,SP
05106,-23.5101232872641,-46.73693215702003,são paulo,SP
05107,-23.519198224438007,-46.75081863596655,sao paulo,SP
05108,-23.5091525291419,-46.75830543102605,sao paulo,SP
05109,-23.50430048626577,-46.76017319761669,sao paulo,SP
05110,-23.488653185671463,-46.74912000305842,sao paulo,SP
05112,-23.507492716413573,-46.740654138504965,sao paulo,SP
05113,-23.50431148870654,-46.74871162243042,sao paulo,SP
05114,-23.508042888842397,-46.75053408068849,sao paulo,SP
05115,-23.510272704411683,-46.750542011310515,sao paulo,SP
05116,-23.513426999999997,-46.74672354149116,são paulo,SP
05117,-23.513547210956297,-46.74387279433323,são paulo,SP
05118,-23.5159515,-46.74546317457728,são paulo,SP
05119,-23.495705379335227,-46.73539465549082,sao paulo,SP
05120,-23.51171862447346,-46.73188350000001,são paulo,SP
05121,-23.507644473498154,-46.730193289543585,são paulo,SP
05122,-23.503718105747573,-46.73464020843673,sao paulo,SP
05123,-23.505353948092832,-46.73740608451152,sao paulo,SP
05124,-23.50398193450282,-46.7360167322985,sao paulo,SP
05125,-23.50315228434991,-46.739315852849884,sao paulo,SP
05126,-23.50194772122327,-46.741152929085914,sao paulo,SP
05127,-23.497635007213358,-46.73860298473655,sao paulo,SP
05128,-23.49216932445609,-46.74028835046745,sao paulo,SP
05131,-23.49928452178431,-46.74389213543775,sao paulo,SP
05132,-23.5055134118818,-46.7445415500895,sao paulo,SP
05133,-23.491849557591323,-46.744600472366805,sao paulo,SP
05134,-23.48743560782504,-46.74470188343238,sao paulo,SP
05135,-23.49451801082004,-46.748310433521866,sao paulo,SP
05136,-23.501101600250138,-46.748662957398,sao paulo,SP
05138,-23.485253731057767,-46.73411899985577,são paulo,SP
05139,-23.48918498167814,-46.73164590889549,sao paulo,SP
05140,-23.489899024842735,-46.727202224464776,sao paulo,SP
05141,-23.49167328408913,-46.72993866749384,sao paulo,SP
05142,-23.493841438802,-46.72708695586877,sao paulo,SP
05143,-23.49578950916093,-46.72331765837636,sao paulo,SP
05144,-23.49979812392521,-46.722537325004346,sao paulo,SP
05145,-23.499284946289492,-46.72508249978367,sao paulo,SP
05154,-23.49342731903174,-46.749429681920546,sao paulo,SP
05157,-23.485619716389493,-46.76354020740731,sao paulo,SP
05158,-23.490051039832046,-46.75869169747245,sao paulo,SP
05159,-23.48794648043739,-46.75216196197128,sao paulo,SP
05160,-23.482335740492815,-46.75994279156328,sao paulo,SP
05161,-23.48534217599285,-46.75604655723389,sao paulo,SP
05162,-23.47712268665241,-46.75770922737961,sao paulo,SP
05163,-23.481130431314504,-46.76468243137229,sao paulo,SP
05164,-23.47416525950717,-46.757006774770616,sao paulo,SP
05165,-23.481798490839072,-46.75298226318597,sao paulo,SP
05170,-23.48345347960067,-46.74812785567545,sao paulo,SP
05171,-23.476720610046748,-46.74961071572221,sao paulo,SP
05172,-23.48115767277396,-46.74317889286744,são paulo,SP
05173,-23.479454807937564,-46.74198429482371,sao paulo,SP
05174,-23.47483179378497,-46.742167948381294,sao paulo,SP
05175,-23.475571323619363,-46.73846305536961,sao paulo,SP
05176,-23.468281729981246,-46.74766593228113,sao paulo,SP
05177,-23.46982336219633,-46.751084578611014,são paulo,SP
05180,-23.45877839217496,-46.74972405161871,sao paulo,SP
05181,-23.455598291144913,-46.74431828608442,sao paulo,SP
05182,-23.450434910352584,-46.746354609902525,sao paulo,SP
05183,-23.452004179294818,-46.75244679369597,sao paulo,SP
05184,-23.44280896641469,-46.75883897100233,sao paulo,SP
05185,-23.44199696502972,-46.74769478711986,sao paulo,SP
05186,-23.43436481848348,-46.75043925,sao paulo,SP
05187,-23.445098475993984,-46.75019230307579,sao paulo,SP
05201,-23.405748496249085,-46.74144558280015,são paulo,SP
05202,-23.402390029141902,-46.74746654716846,sao paulo,SP
05203,-23.407830000000004,-46.74640626810553,são paulo,SP
05204,-23.40739053524441,-46.75561810302191,sao paulo,SP
05205,-23.409669929192624,-46.7643433148768,são paulo,SP
05206,-23.404694473885325,-46.7628010299911,sao paulo,SP
05207,-23.39851248542905,-46.75296145268046,sao paulo,SP
05208,-23.41316422370017,-46.754633459065005,sao paulo,SP
05209,-23.41267059075826,-46.74921407245466,sao paulo,SP
05210,-23.41797472856193,-46.75246250575626,sao paulo,SP
05211,-23.409598353453752,-46.759466779416044,sao paulo,SP
05212,-23.41540337968148,-46.74731033073395,sao paulo,SP
05215,-23.391854315635932,-46.73480015299605,sao paulo,SP
05220,-23.40181885869935,-46.72426314651686,sao paulo,SP
05223,-23.409485863725543,-46.73972497779732,são paulo,SP
05224,-23.41306019132984,-46.74366315120095,sao paulo,SP
05240,-23.43007833527612,-46.76367547085809,sao paulo,SP
05263,-23.525194843586434,-46.58140418964288,sao paulo,SP
05264,-23.445669244137875,-46.7851093809634,sao paulo,SP
05265,-23.451538572526204,-46.790571544059105,são paulo,SP
05266,-23.44658684984708,-46.79973117346643,sao paulo,SP
05267,-23.440714973628047,-46.79241879919499,são paulo,SP
05268,-23.436174122396,-46.78957768581569,são paulo,SP
05269,-23.4334199074384,-46.78940004775133,sao paulo,SP
05270,-23.55198599447188,-46.638477170919,sao paulo,SP
05271,-23.42900540716427,-46.79412511389032,sao paulo,SP
05272,-23.443150138496165,-46.80040484933861,sao paulo,SP
05273,-23.43864076898504,-46.80616658160571,sao paulo,SP
05274,-23.439025274780704,-46.80116359780031,sao paulo,SP
05275,-23.427053495189206,-46.80583637257089,sao paulo,SP
05276,-23.487530951877268,-46.42231712713548,sao paulo,SP
05279,-23.542798499999996,-46.577862,sao paulo,SP
05280,-23.436537700386648,-46.77251091243872,sao paulo,SP
05281,-23.43262474619159,-46.778089766694926,são paulo,SP
05282,-23.438306598389985,-46.77939360935426,sao paulo,SP
05283,-23.43399823234727,-46.775059725432406,sao paulo,SP
05301,-23.53387461226844,-46.72186149112752,são paulo,SP
05302,-23.53085072690282,-46.7265216068441,sao paulo,SP
05303,-23.527924479340868,-46.730473641294765,sao paulo,SP
05304,-23.524314474609003,-46.73512448418828,sao paulo,SP
05305,-23.53179960312184,-46.72884820677102,sao paulo,SP
05307,-23.52229703163291,-46.7434317336257,sao paulo,SP
05308,-23.52518536721665,-46.74078264735431,sao paulo,SP
05310,-23.54333638911653,-46.73492199042071,são paulo,SP
05311,-23.52865571301003,-46.74063816847478,são paulo,SP
05312,-23.52870815044137,-46.7358557592187,sao paulo,SP
05313,-23.53002497002137,-46.73503192284607,sao paulo,SP
05314,-23.53007357648815,-46.736540859686166,sao paulo,SP
05315,-23.53373316675405,-46.731321848462095,são paulo,SP
05316,-23.534948702752576,-46.73391596448145,são paulo,SP
05317,-23.540834037889276,-46.73318418949327,sao paulo,SP
05318,-23.53585992841907,-46.72887583443941,sao paulo,SP
05319,-23.538147684704846,-46.72715283964742,sao paulo,SP
05321,-23.536893079115835,-46.74595109590847,são paulo,SP
05322,-23.538806578479704,-46.75183282573579,sao paulo,SP
05323,-23.54578198972822,-46.7517556470945,sao paulo,SP
05324,-23.542546966414697,-46.75665611004675,sao paulo,SP
05325,-23.539279285042397,-46.75843008909915,sao paulo,SP
05326,-23.543463824037723,-46.75768967146108,sao paulo,SP
05327,-23.545639110739238,-46.7573629875065,sao paulo,SP
05328,-23.545359780324866,-46.7564163887125,sao paulo,SP
05329,-23.540699389116536,-46.74440512003007,sao paulo,SP
05330,-23.543166724262765,-46.74831938573563,sao paulo,SP
05331,-23.54471189037161,-46.74889321204342,sao paulo,SP
05332,-23.546191012767615,-46.747817470858095,sao paulo,SP
05333,-23.544563760817045,-46.744130810231376,sao paulo,SP
05334,-23.547968623088487,-46.74674824444575,são paulo,SP
05335,-23.546969822090155,-46.753610358733866,sao paulo,SP
05336,-23.545104762839728,-46.753558753161016,são paulo,SP
05337,-23.552230091176618,-46.74940580010383,sao paulo,SP
05338,-23.552815107132552,-46.75007760241502,sao paulo,SP
05339,-23.554642578409013,-46.75639287233822,são paulo,SP
05340,-23.553929808211688,-46.7559010582838,sao paulo,SP
05343,-23.554169413266777,-46.750069825768946,sao paulo,SP
05344,-23.5534498842691,-46.74577458145309,sao paulo,SP
05345,-23.550242238415358,-46.74492069677997,sao paulo,SP
05346,-23.556643397714872,-46.74501831862769,sao paulo,SP
05347,-23.552298732731195,-46.73898133510208,sao paulo,SP
05348,-23.54656325063351,-46.738736233834004,sao paulo,SP
05350,-23.570691263211867,-46.76349987158115,sao paulo,SP
05351,-23.558637592850065,-46.75544190660168,sao paulo,SP
05352,-23.555998947833032,-46.75834875895891,sao paulo,SP
05353,-23.5606005,-46.75110547557136,sao paulo,SP
05356,-23.563311432245065,-46.75287540445208,sao paulo,SP
05358,-23.57162566763806,-46.750286063838054,sao paulo,SP
05359,-23.57050392062437,-46.744828009435054,sao paulo,SP
05360,-23.565199662228043,-46.743492389075,são paulo,SP
05361,-23.567014791563267,-46.7484878134918,sao paulo,SP
05362,-23.572579934145338,-46.74082022488314,sao paulo,SP
05363,-23.57318784846209,-46.74706830751919,são paulo,SP
05364,-23.57056360827582,-46.752094142102834,sao paulo,SP
05365,-23.576215461991918,-46.74741113745742,são paulo,SP
05366,-23.57650331626808,-46.756800269432716,sao paulo,SP
05367,-23.57293434026779,-46.75509704946049,sao paulo,SP
05368,-23.578603195108116,-46.75211610714565,sao paulo,SP
05369,-23.57055394976627,-46.744693648075454,sao paulo,SP
05371,-23.58359493949449,-46.7541822105142,sao paulo,SP
05372,-23.582343384399003,-46.76317937607479,são paulo,SP
05373,-23.583853529834393,-46.757785651956254,são paulo,SP
05374,-23.57850512017429,-46.7599982381269,sao paulo,SP
05376,-23.580714211350916,-46.766878491156696,sao paulo,SP
05379,-23.56587288526164,-46.75331213187032,sao paulo,SP
05381,-23.57192828323906,-46.762112634889476,sao paulo,SP
05382,-23.57477701901435,-46.76280052192855,sao paulo,SP
05386,-23.56510325846277,-46.759476105221,sao paulo,SP
05387,-23.565841361595844,-46.76487570168311,sao paulo,SP
05388,-23.56922556713845,-46.76333196725141,sao paulo,SP
05396,-23.572982504025042,-46.76951325152921,sao paulo,SP
05397,-23.579291449940797,-46.77583222883607,sao paulo,SP
05398,-23.574339429366937,-46.77759147580855,são paulo,SP
05399,-23.575144221111998,-46.77971035194519,sao paulo,SP
05400,-23.55697378795659,-46.676036393704166,são paulo,SP
05401,-23.562667602285124,-46.6753428970224,sao paulo,SP
05402,-23.562583397714867,-46.67532815404807,são paulo,SP
05403,-23.55692771453924,-46.668811414717716,sao paulo,SP
05404,-23.563470525535223,-46.683126487232386,sao paulo,SP
05405,-23.55925330496024,-46.68029661309511,são paulo,SP
05406,-23.560865387313193,-46.68303686414389,sao paulo,SP
05407,-23.56091199537032,-46.687079402094646,sao paulo,SP
05408,-23.55715386215891,-46.68071234454016,sao paulo,SP
05409,-23.556990551762937,-46.67539729190952,são paulo,SP
05410,-23.554942102977616,-46.67666835913791,sao paulo,SP
05411,-23.558782840412015,-46.677437256997024,sao paulo,SP
05412,-23.558172999163272,-46.67926044295694,são paulo,SP
05413,-23.56055818193488,-46.67933343594559,sao paulo,SP
05414,-23.562086259781303,-46.6811179836257,são paulo,SP
05415,-23.56293266319466,-46.683941558283806,são paulo,SP
05416,-23.56191348362571,-46.687373973224005,sao paulo,SP
05417,-23.561381503750912,-46.69004974548447,sao paulo,SP
05418,-23.564200159587987,-46.68979979364074,sao paulo,SP
05419,-23.562321535115643,-46.69239999999997,sao paulo,SP
05420,-23.564378239974772,-46.69100536250361,sao paulo,SP
05421,-23.56603738550985,-46.691814064256405,sao paulo,SP
05422,-23.566999190951577,-46.6864829686364,sao paulo,SP
05423,-23.57047052928613,-46.69298197446477,sao paulo,SP
05424,-23.568696895781635,-46.69752830786545,são paulo,SP
05425,-23.567412551762946,-46.69957998542904,sao paulo,SP
05426,-23.564642605603343,-46.694662234116166,sao paulo,SP
05427,-23.563376360811343,-46.69648174083906,sao paulo,SP
05428,-23.56343016180968,-46.698010401754246,sao paulo,SP
05429,-23.56181186955392,-46.69917055438867,sao paulo,SP
05432,-23.557702463500508,-46.68999416090086,são paulo,SP
05433,-23.553710999999996,-46.69092526464305,sao paulo,SP
05434,-23.55563325950717,-46.691036539269454,sao paulo,SP
05435,-23.552157363033054,-46.6902280999192,são paulo,SP
05436,-23.5546760954758,-46.68558508979163,sao paulo,SP
05437,-23.544238839886454,-46.69386227699232,sao paulo,SP
05438,-23.54721208935895,-46.689596743955285,são paulo,SP
05439,-23.549600242022034,-46.68943299861501,sao paulo,SP
05440,-23.54782830030584,-46.6911710836748,sao paulo,SP
05441,-23.54497777269314,-46.695112066108805,sao paulo,SP
05442,-23.544205155981302,-46.69716415652955,sao paulo,SP
05443,-23.553172896748254,-46.69546610850581,sao paulo,SP
05444,-23.55760888523572,-46.697073039832034,sao paulo,SP
05445,-23.551937653903824,-46.698258263806345,são paulo,SP
05446,-23.55171480779333,-46.70050103836188,sao paulo,SP
05447,-23.54878541243006,-46.69967902192854,sao paulo,SP
05448,-23.54595089425242,-46.701011231202,sao paulo,SP
05449,-23.54565975076461,-46.7049866076808,sao paulo,SP
05450,-23.548318507487487,-46.706670186161936,sao paulo,SP
05451,-23.54283449431584,-46.70225464071785,sao paulo,SP
05452,-23.54333710130417,-46.708067797939904,são paulo,SP
05453,-23.542479401452198,-46.70830643060903,sao paulo,SP
05454,-23.5407695468693,-46.70986564377627,sao paulo,SP
05455,-23.540927264917187,-46.71192676803339,sao paulo,SP
05458,-23.54145387925119,-46.7167608622464,sao paulo,SP
05459,-23.556129564112187,-46.70372561082056,sao paulo,SP
05460,-23.550361291159245,-46.71153412908677,sao paulo,SP
05461,-23.54829222453689,-46.71519912906109,sao paulo,SP
05462,-23.558662016374285,-46.704564741531556,são paulo,SP
05463,-23.55590188703907,-46.70972386525474,sao paulo,SP
05464,-23.550262507213354,-46.71444119248919,sao paulo,SP
05465,-23.554129276064398,-46.715155726210334,sao paulo,SP
05466,-23.551029262277137,-46.71888157763623,são paulo,SP
05467,-23.54414929994788,-46.71585466195391,sao paulo,SP
05468,-23.53925405551384,-46.715735184219454,sao paulo,SP
05469,-23.541668328102894,-46.72015368069414,são paulo,SP
05470,-23.54101321171864,-46.72409170956191,sao paulo,SP
05471,-23.53967684678865,-46.72556237191984,sao paulo,SP
05472,-23.549589,-46.718019,sao paulo,SP
05477,-23.55203524220768,-46.722061247013706,sao paulo,SP
05501,-23.57102215986211,-46.70533270710953,sao paulo,SP
05502,-23.570216724625467,-46.70638886343706,são paulo,SP
05503,-23.57042328534976,-46.70952819732823,são paulo,SP
05505,-23.56544284041201,-46.70876521402999,sao paulo,SP
05506,-23.562416210658427,-46.70843314126613,sao paulo,SP
05507,-23.566927951878924,-46.71003896008499,sao paulo,SP
05508,-23.56183531095864,-46.72834345745429,sao paulo,SP
05509,-23.570783470858096,-46.711604101260235,sao paulo,SP
05510,-23.572846610972398,-46.70914907806276,sao paulo,SP
05511,-23.577178694414037,-46.70877864102247,são paulo,SP
05512,-23.583317464741256,-46.71520157008479,sao paulo,SP
05513,-23.582014620318546,-46.71276966858577,sao paulo,SP
05514,-23.58000589814756,-46.713025534422016,sao paulo,SP
05515,-23.580176710514202,-46.71425752770128,são paulo,SP
05516,-23.58221312531019,-46.718032086040736,sao paulo,SP
05517,-23.584462930896144,-46.722579642247055,sao paulo,SP
05518,-23.586263916180968,-46.7271138455479,sao paulo,SP
05519,-23.58900248320734,-46.73123390175424,sao paulo,SP
05520,-23.597425144119484,-46.74038275955635,sao paulo,SP
05521,-23.598482186332568,-46.74092051655277,são paulo,SP
05522,-23.59234895809204,-46.73650477477062,sao paulo,SP
